Sample;40.control;41.control;70.control;42.stage1;81.stage1;85.stage1;82.stage2;77.stage2;30.stage2;78.stage3;80.stage3;25.stage3;39.stage4;24.stage4;76.stage4
ko:K03744;0.778544097;0.755636776;0.712552442;0.940584236;0.851439362;0.845157675;0.872499532;0.665889511;0.778765784;0.740528088;0.977605535;0.69649195;0.608671965;0.778887018;0.638129971
ko:K03763;0.794409334;0.810982052;0.712045246;0.807731984;0.829811163;0.764254957;0.696209761;0.830909935;0.711803521;0.708299215;0.732562606;0.672080832;0.698666483;0.738773832;0.713099061
ko:K03770;0.852501514;0.890041537;0.98552082;0.977665858;0.880088816;0.921625396;1.172.478.262;1.043.970.322;1.175.798.098;1.121.153.274;0.996089641;0.883103294;0.647717223;0.669162947;0.672673197
ko:K03775;1.045.467.512;0.744381965;0.718316809;1.047.023.561;0.684451923;1.050.256.226;0.68235865;0.73418807;0.696640397;0.837582004;0.638139378;0.787490322;0.64861393;0.661890884;0.663373614
ko:K03778;0.86366579;0.856141258;0.737229796;0.824880191;0.765939895;0.833616572;0.81294051;0.91273162;0.821144439;0.803542941;0.670573296;0.768359218;0.79888625;0.788367355;0.768410827
ko:K03781;0.781182005;0.809752769;0.612655088;0.67649073;1.122.381.302;0.643742922;0.836671115;0.88961479;0.82422824;0.889522273;1.149.229.114;0.732025743;0.897103751;0.765374499;0.786192986
ko:K03783;0.711187439;0.813008169;0.691905092;0.769583231;0.638402788;0.746832781;0.666853878;0.895630426;0.662647924;0.703434123;0.748425797;0.713853015;0.683900126;0.727194328;0.720704191
ko:K03785;0.712122165;0.746307275;0.533112808;0.823502075;0.840549097;0.767617407;0.692816343;0.806404038;0.695735771;0.744015173;0.690237185;0.721151321;0.689010921;0.810369553;0.806597193
ko:K03787;0.748299302;0.746058406;0.645569526;0.840433488;0.778545111;0.835003048;0.788972877;0.628116332;0.781782358;0.789982834;1.083.576.988;0.758834887;1.002.990.396;0.817565308;0.765818375
ko:K03790;0.750417069;0.743205569;0.680103165;0.646859908;0.673538946;0.656412844;0.820474236;0.743518351;0.834930383;0.600393524;0.67505248;0.71426937;0.740054788;0.758191917;0.928430972
ko:K03797;0.797730851;0.797497265;0.905255336;0.825620459;0.730941073;0.816639231;0.764591362;0.726918324;0.758797948;0.663422018;0.773582639;0.756153855;0.626600307;0.731780618;0.746102001
ko:K03798;0.821488677;0.791059347;0.753134546;0.799446691;0.847697007;0.784951194;0.703072751;0.839050329;0.691521698;0.72463255;0.800380824;0.684933579;0.655763459;0.725578843;0.731255309
ko:K03799;0.879429549;0.92956834;0.66846859;113.645.131;0.791654761;1.139.514.114;0.716684747;0.754327037;0.729576796;0.855889631;0.620488199;0.697194646;0.70468964;0.66571154;0.664603119
ko:K03816;0.741605016;0.829669533;0.705397369;0.726823694;0.841231822;0.684863556;0.779238442;0.858991759;0.725175286;0.6738242;0.757382055;0.753114466;0.80792641;0.818694917;0.809787927
ko:K03856;0.762568452;0.840671512;0.779351912;0.738247415;0.941697389;0.748049514;0.886126886;1.154.955.407;0.901040118;0.756589513;0.87874088;0.700669427;0.898275612;1.119.795.897;0.948869094
ko:K03924;0.818531536;0.829459104;0.714448517;0.752039818;0.781752645;0.758508687;0.811996876;0.701549327;0.812048192;0.742888134;0.729094095;0.826487913;0.667138611;0.657912678;0.640294674
ko:K03979;0.856513915;0.819938344;0.758984776;0.776530198;0.942239135;0.791003168;0.752022637;0.956447808;0.772328453;0.720939097;0.850713958;0.7172566;0.722885476;0.761477952;0.754247004
ko:K04034;0.70926779;0.701594008;0.75917576;0.733687011;0.682490393;0.713422935;0.757785547;0.637220908;0.666901459;0.572273102;0.647185332;0.649797168;0.705235642;0.630464077;0.644815128
ko:K04041;0.691740487;0.736100368;0.759348934;0.786366249;0.771679211;0.797117207;0.771458917;0.675957157;0.776039415;0.639664819;0.825563328;0.727024707;0.66986392;0.658636705;0.783532279
ko:K04042;0.887879602;0.879984561;0.811871248;0.933448065;0.986953587;0.97384131;0.892926569;1.159.902.702;0.913096438;0.779950046;0.827178718;0.700082381;0.640210241;0.987092499;0.898920388
ko:K04043;1.048.315.837;0.929316119;0.744529905;0.910672586;0.980741582;0.960176849;1.440.422.446;1.113.971.529;1.157.993.186;0.905517306;0.931275797;0.869608888;0.877610964;0.953922555;0.936144846
ko:K04066;0.799587772;0.739626235;0.674193382;0.747436901;0.803865661;0.746764771;0.760164389;0.812674145;0.794516038;0.691993309;0.717108598;0.728612371;0.726350642;0.671094119;0.671622014
ko:K04068;0.783422316;0.81713818;0.643779016;0.926682923;0.798899971;0.816735519;0.857187594;0.778007313;0.897805946;0.715190223;0.795184646;0.752275024;0.611778955;0.674836567;0.655934473
ko:K04069;0.677389607;0.739268107;0.741550859;0.802295692;0.727741974;0.800976302;0.690325884;0.732492106;0.696252496;0.655311783;0.674271266;0.708738074;0.703988878;0.74107235;0.713648825
ko:K04070;0.835119026;0.77598511;0.768544063;0.775431807;0.884073729;0.784699377;0.784358487;0.815339264;0.776205946;0.788635582;0.784954618;0.65240177;0.663204856;0.68858225;0.69440996
ko:K04074;0.69597401;0.802838576;0.680903093;0.752918407;0.993952217;0.748804662;0.69684135;0.936532897;0.703034145;0.711463007;0.798971854;0.687528135;0.659085468;0.637020273;0.632836629
ko:K04075;0.794581673;0.741741578;0.731586434;0.756380092;0.737074715;0.761911857;0.766193704;0.756401903;0.761037931;0.757074614;0.858647219;0.709633216;0.794790741;0.823598181;0.813349253
ko:K04077;1.076.480.113;1.059.289.025;0.760520779;1.429.325.664;1.236.647.381;1.371.821.931;1.179.711.438;125.486.984;1.019.981.427;0.830765022;1.038.524.023;0.954150666;1.187.106.242;1.020.912.446;1.020.702.837
ko:K04079;0.844764191;0.819910674;0.781824759;0.782615477;0.85685282;0.783118386;0.793654995;0.963228823;0.796684829;0.866320104;0.788032781;0.764370868;0.804127679;0.755197723;0.803232446
ko:K04083;0.812979445;0.86193956;0.698309759;0.766501813;0.944650238;0.775640008;0.777918833;1.021.833.745;0.731240358;0.927316857;0.864710484;0.713594002;0.820587569;0.779891481;0.809801162
ko:K04084;0.964252192;0.798563649;0.907334102;0.819858712;0.860996483;0.908394627;0.75526272;0.706062744;0.672683864;0.73003214;0.92744653;0.803653137;1.184.119.519;0.801273734;0.796262013
ko:K04085;0.783380343;0.948734132;0.694276773;0.862626916;0.784953075;0.870415902;0.834788765;0.723202246;0.6594707;0.929597794;0.850259581;0.888029979;0.739587504;0.762767145;0.836259393
ko:K04094;0.925017458;0.825776987;0.758041133;0.778242366;0.998987544;0.803036617;1.133.219.165;121.374.211;0.940005041;0.779281807;0.81020681;0.729816113;0.651475625;0.696901498;0.668327336
ko:K04096;0.79983013;0.727469448;0.789670002;0.764889087;0.825204651;0.759170525;0.71162968;0.770614742;0.701186043;0.730763091;0.646427019;0.734724016;0.643686851;0.672666437;0.701278978
ko:K04477;0.750129711;0.762872251;0.677389809;0.77545577;0.738311609;0.774232773;0.755125029;0.661396193;0.759672186;0.701809389;0.758132081;0.73263969;0.713270359;0.675950914;0.76068147
ko:K04485;0.75984637;0.760636858;0.696510879;0.847461119;0.733550263;0.823569673;0.753791708;0.771012038;0.6515644;0.684307754;0.732062732;0.747786659;0.626742984;0.735001516;0.737855603
ko:K04486;0.767209394;0.774202454;0.688862549;0.72756933;0.758772717;0.73425613;0.811359427;0.912171766;0.815664758;0.719690497;0.732294563;0.809821498;0.683711026;0.781709375;0.816189733
ko:K04487;0.820237739;0.823178611;0.822308607;0.846774877;0.835280355;0.845665814;0.760488135;0.90127443;0.747355517;0.758663423;0.823602088;0.774499428;0.817049125;0.736464047;0.770537345
ko:K04517;0.73183908;0.747569708;0.708988808;0.761767241;0.736647772;0.7658844;0.800945033;0.758590049;0.767552345;0.625656099;0.613815712;0.68758395;0.848610779;0.735343784;0.754966025
ko:K04518;0.757827153;0.729987508;0.699887047;0.711142374;0.730159458;0.729449622;0.74721751;0.740028788;0.758046353;0.691921379;0.718785023;0.67364336;0.681682652;0.749979968;0.764554895
ko:K04655;0.741028329;0.87309444;0.538993149;0.924132225;0.774065732;0.852914843;0.681315052;0.76263758;0.675460086;0.653469046;0.729227204;0.629947391;0.698079993;0.733241815;0.731756925
ko:K04720;0.682071175;0.808412151;0.713168597;0.754499018;0.68453613;0.75036179;0.683671186;0.730589594;0.679910917;0.7088797;0.680992854;0.715048778;0.794254522;0.684761481;0.716167832
ko:K04759;0.793523234;0.837443581;0.763496374;0.79895708;0.837105456;0.773188323;0.802298723;1.032.286.452;0.796209562;0.74979411;0.788244667;0.74566124;0.769628327;0.794648825;0.803697696
ko:K04763;0.769897547;0.757667352;0.768079537;0.765857475;0.865055704;0.760282506;0.688458442;0.806097897;0.69202709;0.7093762;0.763882366;0.713191154;0.714721722;0.698207518;0.706980505
ko:K04769;0.853897606;0.800025351;0.725235148;0.853038848;0.859362083;0.926890312;0.812581266;0.982331369;0.775095356;0.944958817;0.793010057;0.811993024;0.743937546;0.708382468;0.713387431
ko:K04771;0.903380153;0.868293696;0.777989744;0.83748395;0.930542739;0.843036968;0.80584962;0.843350876;0.780227638;0.73558752;0.716876996;0.748751636;0.776898234;0.760121088;0.878870907
ko:K05349;0.815291609;0.797776368;0.729896242;0.82266592;0.789253581;0.790583479;0.639909258;0.774631097;0.645351926;0.706126942;0.735943685;0.785215487;0.742532866;0.706832776;0.702002171
ko:K05350;0.723786416;0.703266979;0.767314956;0.749997891;0.669520873;0.703528135;0.795061029;0.764417652;0.736561644;0.820257425;0.651156243;0.654456009;0.689971421;0.647593;0.663603422
ko:K05364;0.779021181;0.7804801;0.713149396;0.750865686;0.832710556;0.751789346;0.683892075;0.882334149;0.677956646;0.803663716;0.653652795;0.677334895;0.669103104;0.712732075;0.781316931
ko:K05366;0.848130478;0.836175196;0.819192998;0.769970865;0.80032086;0.758297631;0.772925611;0.75435325;0.782795996;0.705680039;0.801059698;0.753263364;0.70188281;0.707241041;0.733710183
ko:K05515;0.797641252;0.836774939;0.762594518;0.811455506;0.823452776;0.811361622;0.781022375;0.9095603;0.782412544;0.728428472;0.68221889;0.749405057;0.655393302;0.652669292;0.660193761
ko:K05516;0.922478967;0.852901474;0.822430104;0.960049377;0.955298759;0.928551604;0.817268689;1.148.626.623;0.807664235;0.864263372;0.69899719;0.760575859;0.671468806;0.782531342;0.818066307
ko:K05540;0.771205536;0.812656246;0.73315315;0.783230352;0.797528713;0.814273187;0.830245706;0.754038997;0.746801591;0.658696293;0.707398371;0.690599046;0.790105552;0.752131804;0.73148214
ko:K05592;0.777428557;0.857133884;0.806668239;0.736916802;0.773091203;0.773654877;0.837011662;0.864397943;0.813130139;0.844733558;0.894990427;0.749763011;0.690551987;0.722030394;0.729039528
ko:K05799;0.763962597;0.730085556;0.699189463;0.750264607;0.775972748;0.756186616;0.675383718;1.014.972.181;0.663957424;0.685381966;0.708986683;0.74568345;0.629250978;0.647684229;0.661938218
ko:K05810;0.696687663;0.833429781;0.955120518;0.83799341;0.766219899;0.827868913;0.733338598;0.776249509;0.732294823;0.736125346;0.67779397;0.671319724;0.706384077;0.677093585;0.695783814
ko:K05832;0.861775178;0.876749584;0.73049815;0.77854437;0.870335846;0.794586684;0.806881876;1.035.761.943;0.802825619;0.79167292;0.792298558;0.885819005;0.868724343;0.871362407;0.885093093
ko:K05833;0.809128622;0.829676814;0.729748698;0.790245623;0.918998613;0.753355621;0.790336431;1.205.422.451;0.746898037;0.921257795;0.675733442;0.756239416;0.837200325;0.86936398;0.821069883
ko:K05837;0.791609928;0.824383142;0.696367833;0.778374643;0.841590541;0.801526574;0.716187018;0.820003824;0.709466254;0.696831669;0.849129407;0.744941604;0.637308811;0.725829164;0.744666484
ko:K05896;0.750110311;0.740392023;0.732045504;0.766183638;0.758790841;0.761798169;0.741481452;0.766390973;0.722786846;0.917614011;0.775234312;0.675892509;0.648601027;0.729721738;0.736777703
ko:K05934;0.752113824;0.791892069;0.727762421;0.760005675;0.688589132;0.711496681;0.803966152;0.841892278;0.67907096;0.680550831;0.640227474;0.702668831;0.865306297;0.70641085;0.715176248
ko:K05946;0.74610657;0.752221115;0.726014757;0.821572888;0.761731771;0.81163792;0.632014352;0.777106347;0.683409973;0.757518744;0.678588564;0.678755428;0.638341937;0.728519465;0.704108351
ko:K06012;0.81578281;0.853934326;0.753464799;0.865613049;0.839466273;0.857668051;0.887270896;0.924839581;0.841041466;0.706967551;0.694039676;0.880379921;0.624521719;0.690615921;0.826765195
ko:K06023;0.744263822;0.787139182;0.798441763;0.680897757;0.77626817;0.712117041;0.809674104;0.781232203;0.728355685;0.72389586;0.768323582;0.719730102;0.69872289;0.693240783;0.729669379
ko:K06042;0.759779062;0.800634765;0.65071832;0.94221619;0.704436795;0.780990601;0.808757341;0.787365819;0.73692459;0.677296194;0.662213998;0.861900467;0.758091038;0.700065949;0.670603797
ko:K06131;0.798295631;0.811250758;0.756069357;0.736874229;0.79004442;0.735935064;0.727144711;0.857198789;0.718919727;0.694237897;0.74802937;0.734410717;0.710710548;0.682784421;0.694932565
ko:K06147;0.79798457;0.780064078;0.738742113;0.763091774;0.785404161;0.753971411;0.77282172;0.8282337;0.786714914;0.739643198;0.762992317;0.766969148;0.739745198;0.725883784;0.733357627
ko:K06148;0.819072186;0.736067695;0.672534018;0.806461592;0.738018446;0.797654979;0.721630905;0.745525064;0.738852509;0.754681124;0.64733261;0.778538309;0.69141851;0.675819809;0.667565125
ko:K06153;0.786715123;0.820406885;0.788151806;0.814553148;0.80051157;0.812515815;0.72461982;0.804131582;0.740807127;0.775030381;0.830992994;0.718024939;125.849.217;0.762440887;0.782806383
ko:K06158;0.733553498;0.778406088;0.722962176;0.76038137;0.755353454;0.756205404;0.769091328;0.817199478;0.743846044;0.655465266;0.745172182;0.778995188;0.696898945;0.741183369;0.740293594
ko:K06168;0.801178311;0.815217259;0.651599226;0.763245477;0.857669231;0.758865914;0.720579056;0.95537934;0.738015433;0.621822008;0.699474186;0.739564445;0.524476373;0.694546828;0.723287289
ko:K06173;0.727018269;0.724774566;0.682906628;0.70877193;0.713781581;0.699236879;0.701080737;0.782705093;0.669375343;0.661051545;0.7146906;0.717142809;0.670742969;0.681543209;0.701773488
ko:K06177;0.90809045;0.675228344;0.68127301;0.931173863;0.943977938;0.923761568;1.073.817.782;0.881799635;0.958115095;0.659545342;0.769088655;0.76318205;0.639038818;0.654060905;0.600952602
ko:K06178;0.826346097;0.861337305;0.865799919;0.841898991;0.92239212;0.829009888;0.83197086;0.874295275;0.858325284;0.777958907;0.808034552;0.729138113;0.695004117;0.746678454;0.826333148
ko:K06179;0.74590686;0.762657168;0.715267782;0.728943115;0.787089186;0.72391747;0.669762788;0.837105543;0.681269436;0.713502879;0.782437192;0.658943174;0.760836261;0.669788971;0.686734417
ko:K06180;0.78456944;0.794792707;0.709772505;0.763621208;0.82801126;0.762784125;0.750104005;0.833723395;0.774008174;0.724516587;0.745697699;0.709843376;0.734097064;0.761459114;0.702373295
ko:K06183;0.828145554;0.810468957;0.795391329;0.809926788;0.893550873;0.806460239;0.752206332;0.821749923;0.803647042;0.689061541;0.666185481;0.748200863;0.705622103;0.728833377;0.750759317
ko:K06187;0.789978576;0.826254963;0.632635252;0.760261704;0.766928296;0.758836485;0.692166046;0.819002345;0.641803057;0.624119364;0.774745298;0.776467345;0.916001182;0.800886949;0.793526119
ko:K06200;1.003.749.129;0.959870845;0.711449254;0.907051171;0.860650251;0.885794829;0.65064241;0.817607911;0.749633911;0.793669642;0.890886288;0.880422134;0.687822101;0.811535694;0.76159458
ko:K06201;0.777790897;0.868704096;0.805497002;0.773837641;0.793779624;0.781230309;0.73544535;0.804280687;0.782383815;0.618457127;0.867465842;1.040.739.213;0.692881526;0.685972225;0.696685643
ko:K06213;0.697563893;0.766885756;0.729118667;0.785848985;0.846280852;0.768941163;0.761753152;0.950576122;0.736284778;0.691158388;0.745726175;0.689243869;0.959462238;0.789974541;0.81469397
ko:K06217;0.871817095;0.751106725;0.762230842;0.699534728;0.91994963;0.703995995;0.702437864;0.969915668;0.679774;0.714360095;0.892522462;0.766392828;0.786550475;0.780712124;0.801912139
ko:K06223;0.796560087;0.831208859;0.802285634;0.81682134;0.841165341;0.83584257;0.630440372;0.786038668;0.666197789;0.717102629;0.8462915;0.751804876;0.657559097;0.672098408;0.672348481
ko:K06287;0.831620235;0.76364876;0.680697243;0.790966938;0.840672417;0.800929466;0.708766023;0.886910115;0.716724449;0.697235109;0.831451418;0.722571615;0.851164782;0.743492812;0.754747105
ko:K06295;0.803769521;0.805368234;0.70837304;0.812006574;111.127.616;0.805565327;0.790523753;1.250.982.376;0.882160323;0.685636624;0.644814841;0.665292047;0.612561653;0.80286046;0.817431101
ko:K06298;0.754385854;0.823318556;0.671106536;0.852417903;0.782970454;0.795889475;0.742518558;0.797610835;0.718140127;0.616787946;0.617408818;0.646607247;0.737061272;0.736776923;0.753367192
ko:K06310;0.753558973;0.80722797;0.69789545;0.814690427;0.805922346;0.856900197;0.837038613;0.761231492;0.918798863;0.769680522;0.601060636;0.655144472;0.818235685;0.76146027;0.754219596
ko:K06346;0.878533983;0.922757603;0.756203033;0.899778117;0.933508928;0.910438907;0.82019916;0.868346439;0.785846527;0.887653993;0.918328304;0.790354013;0.905749298;0.843288246;0.900770945
ko:K06373;0.785119514;0.798053622;0.873671087;0.872124893;0.868030585;0.787121475;0.767616203;0.82669248;0.756107508;0.76462138;0.66484097;0.702603209;0.59980769;0.668812703;0.671337268
ko:K06374;0.841261769;0.951786643;0.684598641;0.916395202;0.845135608;0.807994347;0.738086778;0.912515359;0.82264066;0.794893886;0.773656482;0.734313882;0.758161052;0.786015063;0.794746259
ko:K06381;0.751324776;0.772913868;0.726910752;0.813635373;0.771898427;0.798465265;0.656445647;0.751439325;0.659402071;0.686111701;0.740039244;0.72534014;0.71783766;0.709289018;0.732998038
ko:K06382;0.744616774;0.780527247;0.693638799;0.726776174;0.777035857;0.758615214;0.865584932;0.875011951;0.790975501;0.699323314;0.6980136;0.606766564;0.619021475;0.624088551;0.647900267
ko:K06385;0.815333327;0.824752608;0.806834017;0.76825565;0.839397444;0.757889055;0.735828984;0.812390971;0.76253466;0.744816022;0.628520547;0.715988217;0.71300776;0.657840886;0.675815785
ko:K06387;0.763024809;0.778542794;0.677550835;0.793050172;0.887081561;0.774296833;0.696661031;0.887327535;0.68082753;0.714988605;0.696824267;0.707901725;0.643189627;0.671385379;0.636179702
ko:K06390;0.760350682;0.785398147;0.757109501;0.797226298;0.830000233;0.777967619;0.681886997;0.834396828;0.658270421;0.697354804;0.642521658;0.765842426;0.755835058;0.726308378;0.732731393
ko:K06394;0.766537236;0.786700662;0.717313186;0.789815937;0.816418991;0.794424401;0.726680702;0.988295476;0.701002773;0.776996199;0.68204294;0.709898406;0.721917082;0.708027152;0.719347457
ko:K06396;0.824822919;0.734936906;0.722393648;0.885294038;0.840375281;0.83782032;0.715171349;0.852447543;0.688250327;0.706343121;0.667156862;0.705102241;0.661506857;0.73078493;0.799783789
ko:K06397;0.788284952;0.756946081;0.667724875;0.761974359;0.788441334;0.749861149;0.765666311;0.756666796;0.719837332;0.650666337;0.706191278;0.709832848;0.782494379;0.870082909;0.80489036
ko:K06398;0.710523542;0.755923258;0.765209942;0.780810104;0.733489167;0.785847165;0.784569113;0.729826226;0.712055371;0.719157815;0.671848364;0.667671649;0.796571682;0.692024215;0.706746334
ko:K06399;0.746568146;0.77731409;0.683012892;0.769058859;0.891552346;0.77678473;0.787006755;0.860693387;0.770353404;0.735334822;0.688008751;0.665660219;0.599105849;0.635782617;0.732146398
ko:K06400;0.643004203;0.710439829;0.69143226;0.68545029;0.739199952;0.674676831;0.784077101;0.783037488;0.844704851;0.616166522;0.722123047;0.879334333;0.791045341;0.88923269;0.875535101
ko:K06406;0.819634673;0.80189661;0.672659294;0.769305798;0.793844054;0.78604112;0.808288186;0.777947567;0.788097903;0.741517909;0.715718812;0.780221522;0.665461872;0.716977476;0.742921186
ko:K06409;0.771189839;0.793871052;0.721488631;0.815421643;0.79509218;0.785347398;0.832350467;0.837244469;0.826240977;0.733051923;0.77593357;0.707715284;0.682563852;0.748341044;0.761746046
ko:K06410;0.875127037;0.864975288;0.664232965;0.71566046;0.779308513;0.691084075;0.751594179;0.69146421;0.826480761;0.711769647;0.71648109;0.811986209;0.736415664;0.766154481;0.776526453
ko:K06411;0.780427444;0.770691877;0.614509391;0.743641115;0.785850943;0.715273156;0.77775369;0.802102406;0.837347378;0.692162357;0.770875795;0.70013211;0.655305123;0.727572881;0.841169814
ko:K06438;0.709023563;0.773768298;0.675926505;0.694336434;0.760793435;0.676476505;0.637506595;0.815706545;0.653396699;0.696654655;0.63009454;0.686338595;0.569290962;0.609824899;0.677112606
ko:K06442;0.717095457;0.731407329;0.711615572;0.750333919;0.81727715;0.718124054;0.741492758;0.834786172;0.702386197;0.689979127;0.726880458;0.760678995;0.773746531;0.750011217;0.720860888
ko:K06871;0.79700721;0.906858702;0.757377259;0.821844568;0.838663061;0.83654879;0.732579491;0.88380714;0.741651156;0.773288082;0.825098176;0.770789392;0.771008392;0.739385127;0.774947771
ko:K06872;0.727121729;0.72887163;0.816479516;0.785549911;0.799956208;0.759388205;0.805145253;0.76150237;0.697536454;0.553800915;0.647524287;0.752480129;0.752713001;0.748835311;0.76547018
ko:K06881;0.822249581;0.770952458;0.810767208;0.793115323;0.838607347;0.791266277;0.691693249;0.827301828;0.73644562;0.786983129;0.854373205;0.726605335;0.696054919;0.781054494;0.769013249
ko:K06889;0.806059395;0.701071883;0.703960564;0.784714716;0.792998541;0.789165847;0.710083275;0.895974176;0.734122596;0.683415636;0.71957447;0.720988288;0.706475897;0.791800586;0.754919779
ko:K06897;0.670157899;0.745000537;0.719266606;0.894378727;0.685130746;0.898785694;0.683381566;0.972726487;0.699732092;0.738408745;0.672302025;0.572127416;0.63837698;0.579587016;0.63744672
ko:K06898;0.78371164;0.750075907;0.958033532;0.727243246;0.927010727;0.730616556;0.590346725;0.951179376;0.681369619;0.610234689;0.853643146;0.777416122;0.732593522;0.773260311;0.749799002
ko:K06901;0.942026403;1.016.814.714;0.909979956;0.885204801;1.012.979.536;0.899803625;0.831970636;1.214.670.576;0.771642201;0.723392639;0.956084848;0.710330098;1.250.139.391;0.897022179;0.88564266
ko:K06902;0.73883382;0.854606403;0.741131654;0.681531185;0.795320273;0.703409155;0.834796542;0.712249062;0.801439231;0.815590311;0.732250116;0.691136066;0.769875936;0.649132476;0.654813687
ko:K06911;0.917817534;0.684877885;0.597876993;0.816417417;0.906166105;0.807816235;0.549900914;0.972996721;0.552704369;0.818246345;0.794659034;0.764042839;0.842293414;0.796903633;0.782088206
ko:K06921;0.655242545;0.792210055;0.698584865;0.674371278;0.763366894;0.675465886;0.624622156;0.687977886;0.655513208;0.857366083;0.672519723;0.757132664;0.637669625;0.673962264;0.703916116
ko:K06923;0.704636711;0.74438459;0.734742488;0.755550559;0.710841882;0.768885434;0.768808416;0.635573859;0.671302616;0.704830002;0.64029589;0.611360301;0.704599461;0.674189018;0.68403469
ko:K06941;0.744278559;0.788568539;0.697803408;0.782424684;0.770065701;0.763764246;0.681417257;0.698347582;0.688383518;0.579234805;0.690664198;0.66713225;0.825727903;0.713516085;0.70559556
ko:K06949;0.763077522;0.771407429;0.702547907;0.729950528;0.767546307;0.712246178;0.727639596;0.74087543;0.723054479;0.716733346;0.639520746;0.791331444;0.70523811;0.739750565;0.762059271
ko:K06950;0.800311778;0.804151565;0.899910521;0.751438916;0.833134828;0.775437253;0.834203851;0.725933228;0.683105616;0.817807464;0.796029982;0.720323898;0.714601726;0.669171319;0.817054471
ko:K06958;0.81201879;0.803542886;0.749330717;0.734044495;0.767292397;0.710489841;0.682031894;0.813910058;0.684027057;0.709131563;0.71009759;0.688160358;0.727101644;0.702907544;0.727414129
ko:K06959;0.835127684;0.827474882;0.756842993;0.836892415;0.797089048;0.830826837;0.798646354;0.737678657;0.766639689;0.733251464;0.80969521;0.752157731;0.82721122;0.730780889;0.729317147
ko:K06966;0.740081868;0.71329153;0.676171381;0.803507371;0.70231522;0.773302157;0.688525691;0.924694731;0.64896552;0.716307069;0.791473709;0.647944735;0.646974692;0.685418153;0.686646857
ko:K06967;0.665441755;0.690102955;0.680439094;0.666646001;0.655176951;0.677995553;0.690645469;0.757523918;0.673267052;0.718772609;0.659313737;0.756456575;0.597214477;0.645074952;0.667934293
ko:K06969;0.79168305;0.783493357;0.700437965;0.822280778;0.89345153;0.804294817;0.816565655;0.843700496;0.734964725;0.731788838;0.79311051;0.765808327;0.632856223;0.740135662;0.722103877
ko:K06973;0.86085169;0.843607472;0.732813749;0.8171604;0.835975487;0.808509271;0.880576931;0.930477282;0.85126134;0.825237208;0.750690186;0.840898329;0.955714696;0.721968496;0.772274735
ko:K06978;0.903299337;0.910764142;0.788302325;0.73030921;0.693709507;0.728029477;0.706547585;0.738941592;0.70768098;0.72713656;0.695413273;0.746107358;0.612322797;0.681017095;0.674601778
ko:K06987;0.725802282;0.892996959;0.6162239;1.019.181.792;0.728070241;0.729114071;0.744804265;0.688304974;0.740289424;0.650245519;0.744728964;0.561901216;0.718809333;0.61994218;0.678922415
ko:K06997;0.727345599;0.721416677;0.663163363;0.696523083;0.711104812;0.718832948;0.708779697;0.798054254;0.693316704;0.799627438;0.797214895;0.705978655;0.617086789;0.709897173;0.703395575
ko:K07001;0.888880852;0.874617347;0.690734501;0.811613704;0.861003425;0.831560475;0.803331471;0.821389664;0.792916123;0.608545519;0.751766804;0.740576172;0.697366358;0.72713526;0.708087413
ko:K07003;0.762946698;0.800276996;0.683884844;0.738395566;0.806986688;0.731666434;0.877921275;0.840285363;0.778264098;0.761580019;0.777079514;0.800482337;0.733027018;0.728929377;0.804094184
ko:K07005;0.687732758;0.746883788;0.679338031;0.715684106;0.745703725;0.715177874;0.638489396;0.748709455;0.736586333;0.652039028;0.665858465;0.664402169;0.649145143;0.636698662;0.728890242
ko:K07007;0.772609229;0.79316261;0.65920131;0.757442352;0.831500455;0.744270274;0.723472662;0.780496486;0.716568659;0.695502361;0.728490119;0.676628514;0.672855017;0.751234454;0.721323695
ko:K07010;0.797825461;0.688353595;0.667363932;0.752212575;0.78691565;0.737647138;0.706881941;0.673295989;0.800729035;0.632003514;0.693043802;0.801830872;0.663443982;0.677113549;0.741064737
ko:K07011;0.828512598;0.805460186;0.816446111;1.004.307.835;0.821174393;0.960043791;0.646390449;0.708188706;0.642695882;0.811495138;0.782483341;0.877341391;0.72672975;0.68431882;0.675360265
ko:K07015;0.736977926;0.826514477;0.72939666;0.710423084;0.762097803;0.711408948;0.676207849;0.857541308;0.745624205;0.704667104;0.693777364;0.75729847;0.73098519;0.725008193;0.763204041
ko:K07023;0.837055615;0.798854489;0.685007493;0.7145278;0.877287321;0.710163078;0.751326744;0.807896217;0.739218041;0.808349151;0.805508388;0.748326566;0.715816316;0.604420845;0.637718437
ko:K07025;0.777459457;0.777374724;0.669535509;0.730569113;0.789658097;0.735727828;0.698588979;0.728060157;0.702587931;0.722397863;0.796234365;0.705708898;0.722211733;0.70380973;0.68821197
ko:K07027;0.655795022;0.789922014;0.743057026;0.710454158;0.709887022;0.694542655;0.720721706;0.713311052;0.723181324;0.765554055;0.754621686;0.705706385;0.650707796;0.600999233;0.607206508
ko:K07029;0.742226114;0.811031658;0.679976563;0.765443645;0.642961915;0.813380748;0.758499589;0.943324136;0.769159311;0.556893294;0.615720985;0.776559633;0.71751407;0.697715114;0.717940088
ko:K07030;0.863325699;0.897224476;0.763233237;0.821872485;0.876600605;0.792863355;0.713907634;0.929831322;0.74354286;0.767189511;0.753569986;0.792748581;0.76250502;0.72836319;0.736328506
